timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705678345841.0,0.01234744,-0.1915972,0.4221393
1705678345855.0,0.01278544,-0.1916954,0.4226946
1705678345869.0,0.0135323,-0.1909662,0.4221315
1705678345882.0,0.01368201,-0.1897062,0.42068
1705678345897.0,0.01368201,-0.1897062,0.42068
1705678345910.0,0.01339992,-0.1881589,0.4187546
1705678345924.0,0.01439417,-0.184366,0.4159812
1705678345938.0,0.0146123,-0.183855,0.4156794
1705678345952.0,0.01459298,-0.1795735,0.412403
1705678345965.0,0.01422972,-0.1753308,0.4095527
1705678345980.0,0.0144079,-0.173524,0.4083558
1705678345993.0,0.01402456,-0.1684576,0.4053935
1705678346007.0,0.01370031,-0.1629355,0.4024988
1705678346022.0,0.01371497,-0.1600858,0.4008074
1705678346035.0,0.01342368,-0.1549075,0.3982163
1705678346049.0,0.0129252,-0.1496117,0.3956335
1705678346063.0,0.01280138,-0.146051,0.3936866
1705678346077.0,0.01248391,-0.1418217,0.3915024
1705678346091.0,0.01037109,-0.1317023,0.3879227
1705678346105.0,0.009477647,-0.1240237,0.3854454
1705678346119.0,0.008839239,-0.1164708,0.3831277
1705678346132.0,0.00829348,-0.1082326,0.3809084
1705678346147.0,0.007731425,-0.1020804,0.3786609
1705678346160.0,0.007029547,-0.08828124,0.3771765
1705678346174.0,0.006357265,-0.07479718,0.3761762
1705678346188.0,0.005944965,-0.06313403,0.3748977
1705678346202.0,0.005567643,-0.05268541,0.3733703
1705678346216.0,0.005848411,-0.03825164,0.3726243
1705678346230.0,0.005748797,-0.0260221,0.3716139
1705678346244.0,0.005514837,-0.01479252,0.3704051
1705678346258.0,0.005488162,-0.002202956,0.3698848
1705678346272.0,0.00526279,0.009375904,0.3688881
1705678346285.0,0.005204429,0.02162924,0.3683645
1705678346299.0,0.005286335,0.0332178,0.3681118
1705678346313.0,0.005224437,0.04440024,0.3677253
1705678346327.0,0.005095479,0.05561729,0.3671174
1705678346341.0,0.0050706,0.06588288,0.3667765
1705678346355.0,0.004932833,0.07702912,0.3661248
1705678346369.0,0.00479494,0.08818573,0.3654725
1705678346383.0,0.005616112,0.0954257,0.3632301
1705678346397.0,0.006145986,0.1045814,0.3618929
1705678346410.0,0.006282658,0.1147327,0.3608906
1705678346424.0,0.007263572,0.1215668,0.3591823
1705678346438.0,0.007484101,0.1249567,0.3577696
1705678346452.0,0.007478554,0.130934,0.3567282
1705678346466.0,0.00746914,0.1365349,0.3557376
1705678346480.0,0.007624705,0.1381654,0.355606
1705678346494.0,0.008026714,0.1416211,0.355571
1705678346509.0,0.008251043,0.1474594,0.3548235
1705678346522.0,0.008611549,0.1475309,0.3558768
1705678346536.0,0.008656038,0.1499568,0.3559108
1705678346549.0,0.008068952,0.1493103,0.3558976
1705678346563.0,0.007904996,0.1516152,0.355582
1705678346577.0,0.007142986,0.14958,0.3550634
1705678346591.0,0.007007431,0.1498397,0.3549256
1705678346605.0,0.006944939,0.1512937,0.3547739
1705678346619.0,0.007266073,0.1502942,0.3558601
1705678346632.0,0.007423058,0.1499387,0.3567786
1705678346646.0,0.007617822,0.1496474,0.3577811
1705678346661.0,0.007963015,0.1493542,0.3588125
1705678346674.0,0.008034897,0.1499432,0.3591591
1705678346688.0,0.008034897,0.1499432,0.3591591
1705678346702.0,0.01069751,0.1495658,0.3621571
1705678346716.0,0.01142837,0.1499,0.3630531
1705678346730.0,0.0118822,0.1502077,0.3637654
1705678346744.0,0.01179479,0.1501242,0.3639582
1705678346758.0,0.01212369,0.150177,0.3644246
1705678346771.0,0.0122266,0.1501315,0.3644844
1705678346785.0,0.01332169,0.1499783,0.3651819
1705678346800.0,0.01406355,0.1498951,0.3655542
1705678346813.0,0.01545049,0.1498312,0.3664416
1705678346827.0,0.01567146,0.1498117,0.3666658
1705678346841.0,0.01635328,0.1494703,0.3680717
1705678346855.0,0.01651724,0.149086,0.3689136
1705678346869.0,0.01670314,0.1486923,0.3698069
1705678346883.0,0.01670314,0.1486923,0.3698069
1705678346897.0,0.01687325,0.1483817,0.3706688
1705678346910.0,0.01684872,0.1486851,0.3707028
1705678346924.0,0.01671098,0.1490559,0.3703804
1705678346938.0,0.01671098,0.1490559,0.3703804
1705678346952.0,0.01661644,0.1495356,0.3704944
1705678346966.0,0.01618654,0.1501755,0.3711398
1705678346980.0,0.01529197,0.1508867,0.3720602
1705678346994.0,0.01502081,0.1511267,0.3723933
1705678347008.0,0.01430248,0.151974,0.3734847
