timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705863256418.0,0.03989284,-0.0500502,0.3920513
1705863256432.0,0.0389976,-0.0492102,0.3922486
1705863256446.0,0.04045311,-0.04813156,0.3912262
1705863256460.0,0.04082557,-0.04780201,0.3910559
1705863256473.0,0.04330799,-0.04591868,0.3901474
1705863256487.0,0.04446216,-0.04499599,0.3898036
1705863256501.0,0.04508217,-0.04450947,0.3896346
1705863256515.0,0.04737338,-0.04282258,0.3891268
1705863256529.0,0.04959083,-0.04154348,0.3888556
1705863256543.0,0.05126544,-0.04027037,0.3887231
1705863256558.0,0.05249491,-0.03912416,0.388571
1705863256572.0,0.05312989,-0.03858012,0.388548
1705863256585.0,0.05586589,-0.03539548,0.3888842
1705863256599.0,0.05695656,-0.03197173,0.3897842
1705863256613.0,0.05706147,-0.02719133,0.3911296
1705863256627.0,0.05706147,-0.02719133,0.3911296
1705863256641.0,0.0585946,-0.01259886,0.3934777
1705863256655.0,0.05922696,-0.002471537,0.3942209
1705863256669.0,0.05942076,0.009663729,0.3944422
1705863256683.0,0.05935349,0.02113703,0.3944477
1705863256697.0,0.05993861,0.02851379,0.3948905
1705863256711.0,0.05993373,0.03914416,0.3949329
1705863256725.0,0.05583807,0.06865539,0.3913829
1705863256738.0,0.05442525,0.08445096,0.3899747
1705863256753.0,0.05357005,0.09840819,0.3890042
1705863256767.0,0.05230701,0.1166839,0.3868701
1705863256780.0,0.05172173,0.1319008,0.3856624
1705863256794.0,0.05109524,0.1462944,0.384589
1705863256808.0,0.05045322,0.1606089,0.3832633
1705863256822.0,0.04979542,0.1747341,0.3822124
1705863256836.0,0.04973826,0.186766,0.3811686
1705863256850.0,0.05012743,0.1976599,0.3795667
1705863256864.0,0.05037605,0.2083434,0.3775672
1705863256878.0,0.05036217,0.2182396,0.3753053
1705863256892.0,0.05017564,0.2303147,0.3737574
1705863256906.0,0.04998966,0.2423553,0.3722138
1705863256919.0,0.05022952,0.2501374,0.3695913
1705863256934.0,0.05070217,0.2526283,0.366668
1705863256948.0,0.05169211,0.2548986,0.3639679
1705863256961.0,0.05186944,0.2635753,0.3619249
1705863256976.0,0.05233382,0.2707038,0.359784
1705863256990.0,0.05432338,0.2700149,0.3579725
1705863257003.0,0.0558493,0.2726689,0.3567121
1705863257017.0,0.05690157,0.2776873,0.3550915
1705863257031.0,0.05933755,0.2792778,0.3544168
1705863257045.0,0.0624828,0.2801946,0.3540032
1705863257059.0,0.06443918,0.2835059,0.3529274
1705863257073.0,0.06768879,0.2830574,0.353048
1705863257087.0,0.06979495,0.2853303,0.3523808
1705863257100.0,0.07165039,0.28859,0.3513646
1705863257115.0,0.07463796,0.2836779,0.3534644
1705863257129.0,0.07698893,0.2821297,0.3541981
