timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705790617031.0,0.04353648,-0.1156076,0.4411193
1705790617045.0,0.04416009,-0.1152582,0.4409793
1705790617059.0,0.04484834,-0.1152274,0.4409664
1705790617073.0,0.04516008,-0.1152619,0.4409536
1705790617087.0,0.04840655,-0.1158164,0.4408248
1705790617101.0,0.04965777,-0.1159565,0.4407996
1705790617115.0,0.04965777,-0.1159565,0.4407996
1705790617129.0,0.05851391,-0.1162592,0.440852
1705790617143.0,0.0652573,-0.1159719,0.4412881
1705790617156.0,0.06979998,-0.1158934,0.441544
1705790617171.0,0.0738584,-0.1158559,0.4417538
1705790617184.0,0.08230209,-0.1152546,0.4423799
1705790617198.0,0.08913857,-0.1148792,0.4427868
1705790617213.0,0.09465294,-0.1146788,0.443099
1705790617226.0,0.102672,-0.1142086,0.4434224
1705790617240.0,0.1080123,-0.1140295,0.4437102
1705790617254.0,0.1178189,-0.1129733,0.4433719
1705790617268.0,0.1257817,-0.1121787,0.4431372
1705790617282.0,0.13362,-0.111429,0.4428354
1705790617296.0,0.1412701,-0.1107848,0.4425476
1705790617310.0,0.1497041,-0.1100245,0.4417767
1705790617324.0,0.1579611,-0.1093339,0.441073
1705790617337.0,0.1656589,-0.1087125,0.4406289
1705790617352.0,0.174373,-0.1079821,0.4393995
1705790617365.0,0.182374,-0.1074218,0.4386429
1705790617379.0,0.1900888,-0.1068267,0.4381517
1705790617393.0,0.1984177,-0.1067044,0.4372016
1705790617407.0,0.2063533,-0.107192,0.4363931
1705790617421.0,0.2139152,-0.1077358,0.4355838
1705790617435.0,0.2216452,-0.1077769,0.4348893
1705790617449.0,0.229537,-0.108536,0.4337201
1705790617463.0,0.2374344,-0.1087727,0.4327266
1705790617477.0,0.2453253,-0.1090767,0.4317119
1705790617491.0,0.2526523,-0.1096459,0.4305158
1705790617505.0,0.2600259,-0.1099364,0.4294062
1705790617518.0,0.2671629,-0.1100557,0.4280092
1705790617533.0,0.2745582,-0.1101853,0.4268733
1705790617547.0,0.2810826,-0.1094947,0.4251038
1705790617560.0,0.2880165,-0.1091456,0.4238026
1705790617574.0,0.2950525,-0.1088575,0.422548
1705790617589.0,0.3010303,-0.1068803,0.4208146
1705790617602.0,0.3076918,-0.1057574,0.4194131
1705790617616.0,0.3139536,-0.1039338,0.4180502
1705790617630.0,0.3203226,-0.1025718,0.4167627
1705790617644.0,0.3270123,-0.1016818,0.4154768
1705790617657.0,0.3321249,-0.0992024,0.414349
1705790617672.0,0.3364787,-0.09729974,0.4131703
1705790617686.0,0.3406767,-0.09562431,0.4119968
1705790617699.0,0.3450129,-0.09404531,0.4108395
1705790617714.0,0.347874,-0.09214847,0.4096883
1705790617728.0,0.3511212,-0.09021241,0.408482
1705790617742.0,0.3551088,-0.08839022,0.4072981
1705790617755.0,0.3572235,-0.08606686,0.4059465
1705790617769.0,0.3601525,-0.08401699,0.4046406
1705790617783.0,0.3634068,-0.08205047,0.4033691
1705790617797.0,0.3642435,-0.07944443,0.4018407
1705790617811.0,0.3655202,-0.07698539,0.4004165
1705790617825.0,0.3671075,-0.07465374,0.3990949
1705790617839.0,0.3689585,-0.07241275,0.3978102
1705790617853.0,0.3715168,-0.07030329,0.3965132
1705790617867.0,0.3724226,-0.06792194,0.3951784
1705790617880.0,0.3733234,-0.0657303,0.3938837
1705790617895.0,0.3749729,-0.06372473,0.3927696
1705790617909.0,0.3769856,-0.06159002,0.3915055
1705790617924.0,0.3775228,-0.0604333,0.391155
1705790617937.0,0.3782877,-0.05913097,0.3904359
1705790617951.0,0.3791988,-0.05768473,0.3895449
1705790617966.0,0.380412,-0.056069,0.388572
1705790617979.0,0.3807786,-0.05513632,0.3878095
1705790617993.0,0.3814621,-0.05410726,0.3870059
1705790618007.0,0.3825884,-0.05260537,0.386061
1705790618020.0,0.3828861,-0.05223755,0.3856274
1705790618034.0,0.3837086,-0.05116431,0.3849121
1705790618048.0,0.3844555,-0.0501858,0.3842462
1705790618062.0,0.3843393,-0.05042049,0.3842409
1705790618076.0,0.3841816,-0.05045053,0.3841454
1705790618090.0,0.3838197,-0.05054135,0.3842182
1705790618104.0,0.3836894,-0.05057657,0.3842582
1705790618117.0,0.3834951,-0.05027997,0.3841817
1705790618131.0,0.3836394,-0.04992748,0.3839799
1705790618145.0,0.383683,-0.04979246,0.3839079
1705790618159.0,0.3835813,-0.04935371,0.3837678
1705790618173.0,0.3835813,-0.04935371,0.3837678
1705790618187.0,0.3833219,-0.04896555,0.3836631
1705790618201.0,0.3832217,-0.04869952,0.3835748
1705790618214.0,0.3831044,-0.04793797,0.3833595
1705790618228.0,0.3830884,-0.04778996,0.3833323
1705790618243.0,0.382907,-0.04735553,0.3834032
1705790618256.0,0.3827179,-0.04715841,0.3836319
1705790618271.0,0.3826879,-0.04704043,0.3836648
1705790618284.0,0.3826505,-0.0464506,0.3836877
