timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705773458062.0,-0.1954079,-0.125849,0.3117112
1705773458075.0,-0.1957804,-0.1261331,0.3120034
1705773458089.0,-0.1960852,-0.1264156,0.3122673
1705773458103.0,-0.197503,-0.1287416,0.3136931
1705773458118.0,-0.2001668,-0.1308884,0.3150092
1705773458132.0,-0.2001668,-0.1308884,0.3150092
1705773458145.0,-0.2046315,-0.1345554,0.3165466
1705773458159.0,-0.2058784,-0.135356,0.3169698
1705773458173.0,-0.2071188,-0.1362704,0.3172204
1705773458187.0,-0.2160183,-0.1409947,0.3162812
1705773458201.0,-0.22099,-0.142885,0.3152353
1705773458215.0,-0.2257088,-0.1445184,0.3141747
1705773458229.0,-0.2336381,-0.1459558,0.3112077
1705773458243.0,-0.2397076,-0.1472676,0.3092466
1705773458257.0,-0.2452432,-0.148589,0.3076233
1705773458271.0,-0.2547981,-0.1492557,0.3035737
1705773458284.0,-0.2619548,-0.1502009,0.3010087
1705773458298.0,-0.2677708,-0.151428,0.2992292
1705773458312.0,-0.2735657,-0.1526506,0.2974562
1705773458326.0,-0.2881969,-0.1516695,0.2904441
1705773458340.0,-0.297201,-0.1521007,0.2867018
1705773458354.0,-0.3047953,-0.1528835,0.2838483
1705773458370.0,-0.3161106,-0.1530074,0.278538
1705773458384.0,-0.3255806,-0.1534913,0.2742708
1705773458398.0,-0.3344438,-0.1540482,0.2704157
1705773458411.0,-0.3439502,-0.1543243,0.265537
1705773458424.0,-0.3528962,-0.154658,0.2610936
1705773458438.0,-0.3619749,-0.154856,0.2560674
1705773458452.0,-0.3708358,-0.1552266,0.2516849
1705773458466.0,-0.379401,-0.1554115,0.2461118
1705773458480.0,-0.3879191,-0.1556675,0.2411812
1705773458494.0,-0.3964406,-0.155969,0.23643
1705773458507.0,-0.4043344,-0.1561782,0.2313825
1705773458522.0,-0.4116122,-0.1563717,0.2266334
1705773458535.0,-0.4190043,-0.1566728,0.2220219
1705773458549.0,-0.4264837,-0.1570209,0.2174394
1705773458563.0,-0.433379,-0.1574055,0.2130523
1705773458577.0,-0.4395557,-0.1578895,0.2088032
1705773458590.0,-0.4464916,-0.1582987,0.2043871
1705773458605.0,-0.4518569,-0.1589923,0.2003593
1705773458619.0,-0.4578907,-0.1595804,0.19624
1705773458633.0,-0.464672,-0.1600468,0.191876
1705773458646.0,-0.4714741,-0.1605146,0.1874985
1705773458660.0,-0.4726789,-0.161315,0.1860739
1705773458674.0,-0.4767155,-0.1618158,0.1833815
1705773458688.0,-0.4822915,-0.16234,0.1796884
1705773458702.0,-0.4837936,-0.1629553,0.1781129
1705773458716.0,-0.4868879,-0.1636388,0.1756717
1705773458730.0,-0.4907947,-0.1642677,0.1728625
1705773458744.0,-0.4927192,-0.1651614,0.171307
1705773458758.0,-0.4960093,-0.1658941,0.1688691
1705773458772.0,-0.4964302,-0.1670868,0.1678986
1705773458786.0,-0.4997255,-0.1678244,0.1654121
1705773458799.0,-0.4984714,-0.16933,0.1648762
1705773458813.0,-0.4998423,-0.1704656,0.1632524
1705773458827.0,-0.5015042,-0.1715421,0.1615169
1705773458842.0,-0.5004708,-0.1735671,0.1614391
1705773458855.0,-0.5009634,-0.1752221,0.1606523
1705773458869.0,-0.5013564,-0.176993,0.1600378
1705773458883.0,-0.5019372,-0.1786258,0.1593387
1705773458897.0,-0.5031049,-0.1799727,0.1580728
1705773458911.0,-0.5024506,-0.1819108,0.1587251
1705773458925.0,-0.5021375,-0.1834464,0.1591819
1705773458939.0,-0.5021278,-0.1848524,0.1593404
1705773458953.0,-0.5023078,-0.1861815,0.1593581
1705773458966.0,-0.5021116,-0.1870828,0.1599722
1705773458981.0,-0.5020223,-0.1877673,0.1603221
1705773458995.0,-0.5020878,-0.1884785,0.1603555
1705773459008.0,-0.5016331,-0.1886122,0.1609072
1705773459023.0,-0.5013936,-0.1884279,0.1611888
1705773459037.0,-0.5013936,-0.1884279,0.1611888
1705773459050.0,-0.5010439,-0.1883819,0.161717
1705773459064.0,-0.5006951,-0.1887351,0.1622498
1705773459078.0,-0.5005486,-0.1885101,0.1622355
1705773459092.0,-0.5005406,-0.1885554,0.162249
1705773459107.0,-0.5005127,-0.1875811,0.1615784
1705773459120.0,-0.5005127,-0.1875811,0.1615784
1705773459134.0,-0.5006661,-0.186837,0.1605725
1705773459148.0,-0.5007548,-0.1865705,0.1601045
1705773459162.0,-0.5010784,-0.1858743,0.1590284
1705773459175.0,-0.5013756,-0.1854358,0.1583285
1705773459189.0,-0.5018383,-0.1849006,0.1574282
1705773459204.0,-0.5027607,-0.1840454,0.1560726
1705773459218.0,-0.5032446,-0.1835557,0.155427
1705773459232.0,-0.5034138,-0.1833495,0.1550934
1705773459245.0,-0.5034138,-0.1833495,0.1550934
1705773459259.0,-0.503406,-0.1822729,0.1550913
