timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705782806688.0,0.08422855,-0.03008547,0.5121313
1705782806701.0,0.0847611,-0.03000343,0.5128489
1705782806715.0,0.08484337,-0.02938129,0.5141203
1705782806729.0,0.08492485,-0.02876525,0.5153794
1705782806742.0,0.08500632,-0.02814921,0.5166383
1705782806756.0,0.08520234,-0.02871929,0.516001
1705782806770.0,0.0936666,-0.02878419,0.5120124
1705782806784.0,0.1027984,-0.02812611,0.510855
1705782806798.0,0.1052499,-0.02763188,0.5110375
1705782806812.0,0.109367,-0.02730548,0.5109288
1705782806826.0,0.1208305,-0.02880383,0.5081292
1705782806840.0,0.1257043,-0.02877991,0.5073447
1705782806854.0,0.1332757,-0.02900588,0.5055736
1705782806868.0,0.144642,-0.02975695,0.5041904
1705782806881.0,0.1504248,-0.02979274,0.5034697
1705782806895.0,0.1631176,-0.0314463,0.5033793
1705782806909.0,0.1750075,-0.03280107,0.503347
1705782806923.0,0.1851127,-0.03350148,0.5031144
1705782806937.0,0.1982067,-0.03437849,0.5034798
1705782806951.0,0.2085085,-0.03497102,0.5033852
1705782806965.0,0.2237404,-0.03545208,0.5041111
1705782806979.0,0.2341497,-0.03599574,0.504021
1705782806993.0,0.2445422,-0.03653852,0.503931
1705782807007.0,0.2611221,-0.03741056,0.5050792
1705782807020.0,0.2724696,-0.03800748,0.5051775
1705782807035.0,0.2840462,-0.03855622,0.5052052
1705782807048.0,0.2965981,-0.03784117,0.5035805
1705782807062.0,0.3081576,-0.03818077,0.5033732
1705782807076.0,0.3191088,-0.03674123,0.5012293
1705782807090.0,0.327866,-0.0352531,0.4992003
1705782807104.0,0.3387921,-0.03500642,0.4983814
1705782807118.0,0.3460914,-0.03267653,0.4960044
1705782807132.0,0.3553727,-0.03019072,0.493376
1705782807146.0,0.3655097,-0.02922782,0.4920011
1705782807160.0,0.3753277,-0.02770869,0.490118
1705782807174.0,0.3792516,-0.02421381,0.4860473
1705782807189.0,0.3882138,-0.02275939,0.4841794
1705782807202.0,0.3913238,-0.0201023,0.4809131
1705782807216.0,0.3951385,-0.01805958,0.478452
1705782807230.0,0.4023432,-0.01634646,0.4763019
1705782807244.0,0.4052594,-0.0145093,0.4743956
1705782807257.0,0.4110571,-0.01284294,0.4724007
1705782807271.0,0.4150479,-0.01151027,0.4709238
1705782807285.0,0.4177122,-0.01097336,0.4703758
1705782807299.0,0.4213437,-0.0107538,0.4697074
1705782807313.0,0.4261692,-0.009824636,0.4684103
1705782807327.0,0.4297672,-0.01018618,0.4680867
1705782807341.0,0.4341014,-0.009599898,0.4670449
1705782807355.0,0.4362398,-0.009812376,0.4667781
1705782807369.0,0.4406199,-0.009077272,0.465652
1705782807383.0,0.4422419,-0.009090829,0.4654425
1705782807396.0,0.4355693,-0.01257768,0.4688399
1705782807411.0,0.4380789,-0.01253632,0.4684647
1705782807424.0,0.4405851,-0.012495,0.46809
1705782807438.0,0.4393968,-0.01500052,0.4697831
1705782807452.0,0.4413521,-0.0153114,0.4697097
1705782807466.0,0.4406236,-0.01681179,0.4714518
1705782807480.0,0.4396265,-0.01812864,0.4730878
1705782807495.0,0.4407712,-0.01873744,0.4735099
1705782807509.0,0.4419158,-0.01934623,0.4739321
1705782807522.0,0.4380926,-0.01908301,0.4751562
1705782807536.0,0.4385351,-0.01955788,0.4756939
1705782807550.0,0.4376289,-0.01940417,0.476561
1705782807564.0,0.4367997,-0.01935466,0.4771562
1705782807578.0,0.4367997,-0.01935466,0.4771562
1705782807593.0,0.4361085,-0.01863558,0.4770091
1705782807605.0,0.4361085,-0.01863558,0.4770091
1705782807619.0,0.4356336,-0.01772325,0.4768341
1705782807633.0,0.4356336,-0.01772325,0.4768341
1705782807647.0,0.4356336,-0.01772325,0.4768341
1705782807661.0,0.4331239,-0.01631213,0.4776945
1705782807675.0,0.4331239,-0.01631213,0.4776945
1705782807689.0,0.4305922,-0.01590873,0.4788605
1705782807702.0,0.4302054,-0.01584485,0.4790523
1705782807717.0,0.4302054,-0.01584485,0.4790523
1705782807731.0,0.4302748,-0.01564203,0.4790657
1705782807745.0,0.4298603,-0.01519904,0.4793426
1705782807759.0,0.4298603,-0.01519904,0.4793426
1705782807772.0,0.4298603,-0.01519904,0.4793426
1705782807788.0,0.4292769,-0.0147359,0.4804285
1705782807800.0,0.4292775,-0.01467034,0.4807194
1705782807814.0,0.430465,-0.01458433,0.4815282
1705782807828.0,0.430465,-0.01458433,0.4815282
1705782807842.0,0.4315836,-0.01486925,0.4813395
1705782807856.0,0.4318484,-0.0149586,0.4813628
1705782807870.0,0.4346936,-0.01550544,0.4825312
1705782807884.0,0.4371672,-0.01639366,0.4836448
1705782807898.0,0.4371802,-0.0163963,0.4836509
1705782807912.0,0.4372474,-0.01652885,0.4837637
1705782807926.0,0.4344876,-0.01730696,0.4849433
1705782807940.0,0.4344876,-0.01730696,0.4849433
1705782807954.0,0.4339392,-0.01738532,0.4851215
1705782807968.0,0.4340072,-0.01727051,0.4847082
1705782807981.0,0.433989,-0.01726154,0.4846341
1705782807996.0,0.4334169,-0.0175192,0.4850315
1705782808010.0,0.4334169,-0.0175192,0.4850315
1705782808023.0,0.4331302,-0.01748124,0.4850712
1705782808037.0,0.4330266,-0.01745574,0.4850668
1705782808052.0,0.4325046,-0.0173487,0.4849293
1705782808065.0,0.4316076,-0.01707498,0.4840811
1705782808079.0,0.4315728,-0.01706519,0.4840638
