timestamp,true_hand_pos_X,true_hand_pos_Y,true_hand_pos_Z
1705695559669.0,0.1493919,-0.2298154,0.2797428
1705695559682.0,0.1517402,-0.2308059,0.2784382
1705695559696.0,0.1535168,-0.2317955,0.2777186
1705695559711.0,0.1544942,-0.2322609,0.277773
1705695559725.0,0.1579298,-0.2355706,0.2754126
1705695559738.0,0.1595932,-0.2370976,0.274642
1705695559752.0,0.1610356,-0.2385049,0.2738805
1705695559766.0,0.1648992,-0.2428704,0.2712331
1705695559780.0,0.1715627,-0.2510745,0.2666294
1705695559794.0,0.1764027,-0.2571047,0.2637976
1705695559807.0,0.1801513,-0.2615803,0.261694
1705695559822.0,0.1871619,-0.2702928,0.2579968
1705695559835.0,0.1942415,-0.2787331,0.2543632
1705695559849.0,0.1985906,-0.2838498,0.2520333
1705695559863.0,0.2078414,-0.2941939,0.247542
1705695559877.0,0.2130408,-0.3002112,0.2448262
1705695559891.0,0.2191697,-0.3071747,0.2417456
1705695559905.0,0.2287025,-0.3187099,0.2373033
1705695559919.0,0.2358819,-0.3273787,0.2337967
1705695559933.0,0.2427003,-0.3353667,0.2303095
1705695559947.0,0.2506211,-0.3444228,0.2262226
1705695559961.0,0.2572771,-0.3521992,0.2228245
1705695559975.0,0.2647505,-0.3616065,0.2184716
1705695559989.0,0.2701513,-0.370524,0.2148049
1705695560003.0,0.2762955,-0.3788004,0.2112544
1705695560016.0,0.2826993,-0.3870106,0.2076774
1705695560031.0,0.2868237,-0.3952555,0.2049983
1705695560044.0,0.2924357,-0.4027894,0.2024161
1705695560058.0,0.2988282,-0.4100266,0.1994555
1705695560072.0,0.3052543,-0.4172069,0.1964301
1705695560086.0,0.3114284,-0.4237182,0.193897
1705695560100.0,0.3165949,-0.4299568,0.1915904
1705695560114.0,0.322059,-0.4365896,0.1889201
1705695560128.0,0.3259801,-0.4406314,0.1870252
1705695560142.0,0.3311724,-0.446363,0.1845378
1705695560155.0,0.3365878,-0.452715,0.1818922
1705695560170.0,0.3419995,-0.4590628,0.1792484
1705695560184.0,0.3428651,-0.4563259,0.1797534
1705695560197.0,0.346119,-0.4597193,0.1789148
1705695560212.0,0.3505783,-0.464422,0.1770065
1705695560225.0,0.3521678,-0.4651238,0.1771552
1705695560239.0,0.3561124,-0.4690988,0.1756026
1705695560253.0,0.3573455,-0.4680234,0.1750713
1705695560267.0,0.3598801,-0.4697749,0.1740727
1705695560281.0,0.3626183,-0.4719695,0.1730207
1705695560295.0,0.3638946,-0.4729818,0.1727131
1705695560309.0,0.3631269,-0.4733051,0.1738496
1705695560323.0,0.3638797,-0.4747368,0.1741506
1705695560337.0,0.3654901,-0.4765036,0.1739089
1705695560351.0,0.3663123,-0.4774662,0.1745171
1705695560365.0,0.367659,-0.4789375,0.1747601
1705695560379.0,0.3693635,-0.4806937,0.1745594
1705695560392.0,0.3698155,-0.4819404,0.1754385
1705695560406.0,0.3709629,-0.4834655,0.1756309
1705695560420.0,0.3708574,-0.484101,0.1764156
1705695560434.0,0.3717855,-0.485296,0.1766381
1705695560448.0,0.3719666,-0.4851512,0.1769477
1705695560462.0,0.3724169,-0.4854387,0.1771019
1705695560476.0,0.3724169,-0.4854387,0.1771019
1705695560490.0,0.3738035,-0.4870922,0.177799
1705695560504.0,0.3744622,-0.4877002,0.1781954
1705695560518.0,0.3746324,-0.4878909,0.178255
1705695560532.0,0.3754169,-0.4878024,0.1784948
1705695560546.0,0.3754169,-0.4878024,0.1784948
1705695560560.0,0.3766634,-0.4881252,0.1787183
1705695560573.0,0.3770902,-0.4881657,0.1788245
1705695560588.0,0.3779979,-0.4883603,0.1792159
1705695560601.0,0.3780274,-0.4882924,0.179253
1705695560615.0,0.3777662,-0.4879314,0.179207
1705695560629.0,0.3773636,-0.48753,0.1790517
1705695560643.0,0.3774889,-0.4875215,0.1791181
1705695560657.0,0.3775789,-0.4873854,0.1792192
1705695560671.0,0.3775527,-0.4873412,0.1791923
1705695560687.0,0.3776367,-0.4870811,0.1789691
1705695560701.0,0.3776367,-0.4870811,0.1789691
1705695560714.0,0.3776596,-0.4867949,0.1787444
1705695560728.0,0.3775586,-0.4868031,0.1787455
1705695560741.0,0.3774966,-0.4867387,0.1787371
1705695560755.0,0.3773284,-0.486701,0.1788804
1705695560769.0,0.3776151,-0.4867471,0.1789815
1705695560783.0,0.3776151,-0.4867471,0.1789815
1705695560796.0,0.3780314,-0.4863129,0.1791542
1705695560810.0,0.3781314,-0.4861235,0.1792097
1705695560824.0,0.3788596,-0.4845589,0.1794161
1705695560838.0,0.3788596,-0.4845589,0.1794161
1705695560852.0,0.3796835,-0.4832025,0.1794097
1705695560866.0,0.3796542,-0.4834658,0.1793209
1705695560880.0,0.3796542,-0.4834658,0.1793209
1705695560893.0,0.3799456,-0.4832253,0.1792482
1705695560908.0,0.3801065,-0.4826917,0.1792862
1705695560921.0,0.379634,-0.4826809,0.1795242
1705695560935.0,0.3795654,-0.4825331,0.1796553
1705695560949.0,0.3794272,-0.4823731,0.1799113
1705695560963.0,0.3794272,-0.4823731,0.1799113
1705695560977.0,0.3795403,-0.4824523,0.178703
